sentence,label
"The Tokyo Exchange is nine hours ahead of us, New York one hour behind. There isn't one hour of the day when both are open. Information moves, but it has to wait. Now, we have a young fellow working here -- Do you know what a hacker is, Mister Hebbing?",Hebbing?
"I can keep my mouth shut, Mister Fellowes.",Fellowes.
Loose talk is the one thing I worry about.,about.
I certainly hope not.,not.
And I don't just mean the SEC. We could have the FBI breathing down our necks.,necks.
"Well, that's what the law's for, isn't it?",it?
"My son will be all right. If he isn't, I'll have you killed.",killed.
"Yes, yes, but that's --",--
You know who I work for.,for.
His blood pressure is under a hundred. I don't think he'll live to get to the hospital.,hospital.
"Well, make it stop!",stop!
"Mrs. Dillon, your son was in some sort of accident. He's had an internal hemorrhage, he's bleeding to death inside.",inside.
What? He's going to be all right!,right!
"The ambulance is on the way, for what good it will do.",do.
Maybe I'll swing around Los Ang gleez on the way.,way.
"Take two, three days. Call when you get there.",there.
I know.,know.
"Nine hundred. Bobo needs somebody to handle playback this time. Come on, Lilly, you don't argue with Bobo.",Bobo.
Delmar? I never go out to California. That's a thousand miles from here.,here.
Bobo wants you to go on to Delmar.,Delmar.
You are seeing it. You're looking right at it.,it.
"Well, I'd have to see it, of course.",course.
I have only one thing now. Are you interested?,interested?
"You'll give us an opportunity to serve you again, I hope. If there's anything you think we might be interested in...",in...
It's not your fault.,fault.
"I hope you're not too badly disappointed with us, Mrs. Langtry.",Langtry.
I'll get you a check.,check.
All right.,right.
"Why, of course it is. I can offer you -- well, five hundred dollars.",dollars.
It was a gift. It isn't worth anything at all?,all?
"Glass will cut glass, Mrs. Langtry. Do you know where it was purchased?",purchased?
But they must be! They cut glass!,glass!
"This is some of the finest filigreed platinum I've ever seen. But the stones, no. They're not diamonds, Mrs. Langtry.",Langtry.
What is?,is?
I can't understand a thing like this. It's something you almost never see.,see.
But what's wrong?,wrong?
"You are a valued customer, as you know.",know.
Why? What's wrong?,wrong?
"Mrs. Langtry, I'm sorry.",sorry.
Fair enough.,enough.
"That's what we'll do, then. But I tell you what, Roy. Before I hire anybody else, I'll ask you one last time. Fair enough?",enough?
"Oh, I'd like to stay on. Just keep everything the way it was.",was.
"Well, Roy, if that's the way you feel, I won't badger you.  Don't want to lose you as a salesman, too.",too.
Maybe I'm just not ready for that yet.,yet.
"A well-rounded life. I respect that. But it has to have a center, Roy, something you care about, something you can think about.",about.
"Okay, fine. Perk, the truth is, I like things the way they are now. Pick my own hours, have time for, uh, other activities...",activities...
"Perk, remember?",remember?
"The truth is, Mr. Kaggs --",--
"Oh, come on, Roy.",Roy.
I guess I'm just not a leader of men.,men.
"You're turning me down? Makes no sense, Roy.",Roy.
"Mr. Kaggs, I'm sorry.",sorry.
"Good to have you back, Roy. I was just looking at --",--
Perk.,Perk.
"And I'm Perk. Short for Percy, I'm afraid.",afraid.
"Oh, sure. Fine.",Fine.
"See you in a week, Roy. I can call you Roy?",Roy?
Well...,Well...
"I take care of the being-fair-to-me department. Things've gone to hell this long, they can go a little longer.",longer.
But you need a man right now. It wouldn't be fair to you to --,--
"I didn't realize. Yeah, you do look a little pale. How soon will you be ready? A week?",week?
"I can't take that job! I mean, I mean, I can't take it right away. I'm still recuperating, I just dropped in to say hello, see everybody --",--
No?,No?
"Well, uh... No.",No.
"That's just the first year. If you aren't worth a lot more than that the second year, I'll kick you out. What do you say?",say?
What? Me?,Me?
"I don't know offhand what your best year's been, we can look it up. The idea is, we'll top it by fifteen percent.",percent.
Sounds like a good Idea.,Idea.
"That's right, you've had to supervise yourself. This place needs a sales manager. Somebody who's proved he's a salesman and can handle other salesmen. He'd have a lot of deadwood to clear out, new men to hire. What do you think?",think?
Just myself.,myself.
"Makes no difference to me if they're only on commission. If they don't make good money, they're not giving us good representation, and we can't afford to have them around. Ever supervise salesmen?",salesmen?
So I heard.,heard.
"When I said you being the best salesman here didn't say much, I meant for us. I know your record with Sarber and Webb, and I'd say you're a top-flight man, but you've had no incentive. No one walking on your heels. Just a lot of half asses, so the tendency's been not to stretch yourself. I'm bouncing the slobs, incidentally.",incidentally.
Lead on.,on.
You're right. I apologize. But I still want to talk to you.,you.
"That was a pretty backhanded compliment. If I let people get away with things like that, I wouldn't be a good salesman.",salesman.
What's up?,up?
"I know that. Knew it when I saw you out there. The best salesman here, which isn't saying much. Want to talk to you, Dillon.",Dillon.
Roy Dillon.,Dillon.
Kaggs. Home office.,office.
Hello.,Hello.
Whadaya say?,say?
NO!,NO!
"Is there nothing I can do, Roy, nothing at --",--
"Lilly, Jesus, what are you doing?",doing?
"I have to have that money, Roy. What do I have to do to get it?",it?
There's nothing more to talk about.,about.
What?,What?
Roy... What if I told you I wasn't really your mother? That we weren't related?,related?
"Just trying to help, Lilly.",Lilly.
") That's what it is, isn't it? Keep me down. Your turn to be in charge, have the power.",power.
"That money wouldn't last forever. And then what? You'd be back in some other part of the rackets. Another Bobo Justus to slap you around and burn holes in your hands. This way, you've got to go the square route. You could send me a card when you're settled, I could maybe help out sometimes...",sometimes...
A future. The only future I've got.,got.
"If I should get out of the racket, that goes double for you. That's why you've got to change your life completely, go to some town, get a square job, live like a john yourself. If you try to do it your way, what future is in it?",it?
"Oh, that's it! You're stealing my money for my own good! How very motherly of you, Lilly.",Lilly.
"And that's why you've got to get rid of this money. If you keep it around, it'll just make you think how clever you are. It'll be a temptation to get back into the game.",game.
"Well, it doesn't matter, does it? I'm getting out.",out.
"Sure, sure, that doesn't count. That's different.",different.
"Well, uh...",uh...
"Well, I guess I got it wrong, then. Seems to me I heard about a guy just your age that got hit so hard in the guts it almost killed him.",him.
I don't see why not.,not.
"If you stayed a crook, do you think you'd live to be my ripe age?",age?
I don't?,don't?
"That's good. You don't really belong on this side of the fence, you know.",know.
That's right.,right.
You're getting off the grift?,grift?
No.,No.
I gave you your life twice. I'm asking you to give me mine once. I need the money.,money.
"For God's sake, Lilly!",Lilly!
"And making you feel bad at the same time, huh? But that's the way I am, you know, the way I've always been. Always picking on poor little Roy.",Roy.
What do you want me to do? Pin a halo on you? You're doing a pretty good job of that yourself.,yourself.
"No, I guess not. It was pretty lousy of me, I guess, to be a child at the same time you were. Not to stop being a child just because I had a child. I guess I was a real stinker not to be a grown-up when you needed a grown-up.",grown-up.
Never.,Never.
I wonder did you ever think about it from my side.,side.
Uh-huh.,Uh-huh.
"A bad mother. By any standards. I've thought about it, you know, from your side, since then. I know just how bad I was.",was.
Not very good!,good!
"Oh, really? You've got a legitimate complaint, Roy, I don't deny that. I wasn't a very good mother when you were a kid.",kid.
Oh? I didn't know anything was.,was.
"I know what's bugging you, of course.",course.
"Oh, you'll live, Lilly.",Lilly.
"You don't know what I'd do, Roy. You have no idea. To live.",live.
I'll get it.,it.
"Yeah, sure, that sounds nice.",nice.
"No, but I'm goddamn thirsty. Ice water?",water?
I don't think so. You probably shouldn't either.,either.
You want a drink?,drink?
No.,No.
"And to survive, my way, I need money. Bobo knows about the stash in the car, so I didn't dare touch it, not if Lilly Dillon's dead. So that leaves this.",this.
"I know you do, so that's why --",--
"Bobo isn't after you! Bobo's after me, and he's goddamn good! But so am I. I'm a survivor, Roy. I survive.",survive.
"I thought you'd be happy for me. After all, you --",--
"Roy, that's fine, but I don't have time for this. Bobo --",--
"I thought it over, and you were right. You wanted me out of the rackets, and now --",--
What?,What?
"Not any more. Lilly, listen, I'm giving you good advice. I'm following it myself.",myself.
"Roy, I know what to do with myself! It's a big world out there.",there.
"Well, you're gonna start, if you hope to live through this. A square job and a quiet life. You start showing up at the track or the hot spots and Bobo's boys will be all over you.",you.
A job? I've never had a legit job in my life!,life!
"You're smart, Lilly, and you're good-looking. You won't have any trouble finding a job.",job.
At what?,what?
"Far enough. Maybe up to San Francisco. Or St. Louis, someplace new. Start over.",over.
Her credit cards. How far am I gonna get with that?,that?
And Myra's stuff?,stuff?
Just a few bucks.,bucks.
You must have some money.,money.
"I need this, Roy. I can't run without money, and if I can't run I'm dead.",dead.
Don't be sorry. You're not taking it.,it.
"I'm sorry. I hated to take your money, but --",--
"You've already made a start. Doesn't look that clean, though.",though.
